Date,Product_ID,Category,Sales_Volume,Is_Promotion,Is_Holiday,Event_Name,Stock_Level,Day_of_Week,Month,Prev_Day_Sales,Prev_Week_Sales,Rolling_Mean_7
2025-08-07,PROD_101,Grocery,155,0,0,None,577,3,8,155.0,155.0,170.57142857142858
2025-08-08,PROD_101,Grocery,160,0,0,None,875,4,8,155.0,176.0,168.28571428571428
2025-08-09,PROD_101,Grocery,201,0,0,None,969,5,8,160.0,191.0,169.71428571428572
2025-08-10,PROD_101,Grocery,205,0,0,None,487,6,8,201.0,199.0,170.57142857142858
2025-08-11,PROD_101,Grocery,172,0,0,None,722,0,8,205.0,156.0,172.85714285714286
2025-08-12,PROD_101,Grocery,209,1,0,None,323,1,8,172.0,162.0,179.57142857142858
2025-08-13,PROD_101,Grocery,144,0,0,None,825,2,8,209.0,155.0,178.0
2025-08-14,PROD_101,Grocery,159,0,0,None,487,3,8,144.0,155.0,178.57142857142858
2025-08-15,PROD_101,Grocery,160,0,0,None,312,4,8,159.0,160.0,178.57142857142858
2025-08-16,PROD_101,Grocery,194,0,0,None,238,5,8,160.0,201.0,177.57142857142858
2025-08-17,PROD_101,Grocery,211,0,0,None,729,6,8,194.0,205.0,178.42857142857142
2025-08-18,PROD_101,Grocery,167,0,0,None,862,0,8,211.0,172.0,177.71428571428572
2025-08-19,PROD_101,Grocery,179,0,0,None,402,1,8,167.0,209.0,173.42857142857142
2025-08-20,PROD_101,Grocery,155,0,0,None,996,2,8,179.0,144.0,175.0
2025-08-21,PROD_101,Grocery,173,0,0,None,969,3,8,155.0,159.0,177.0
2025-08-22,PROD_101,Grocery,172,0,0,None,806,4,8,173.0,160.0,178.71428571428572
2025-08-23,PROD_101,Grocery,203,0,0,None,287,5,8,172.0,194.0,180.0
2025-08-24,PROD_101,Grocery,218,0,0,None,895,6,8,203.0,211.0,181.0
2025-08-25,PROD_101,Grocery,174,0,0,None,829,0,8,218.0,167.0,182.0
2025-08-26,PROD_101,Grocery,171,0,0,None,566,1,8,174.0,179.0,180.85714285714286
2025-08-27,PROD_101,Grocery,167,0,0,None,428,2,8,171.0,155.0,182.57142857142858
2025-08-28,PROD_101,Grocery,161,0,0,None,328,3,8,167.0,173.0,180.85714285714286
2025-08-29,PROD_101,Grocery,163,0,0,None,714,4,8,161.0,172.0,179.57142857142858
2025-08-30,PROD_101,Grocery,186,0,0,None,690,5,8,163.0,203.0,177.14285714285714
2025-08-31,PROD_101,Grocery,206,0,0,None,501,6,8,186.0,218.0,175.42857142857142
2025-09-01,PROD_101,Grocery,158,0,0,None,212,0,9,206.0,174.0,173.14285714285714
2025-09-02,PROD_101,Grocery,152,0,0,None,797,1,9,158.0,171.0,170.42857142857142
2025-09-03,PROD_101,Grocery,167,0,0,None,213,2,9,152.0,167.0,170.42857142857142
2025-09-04,PROD_101,Grocery,167,0,0,None,636,3,9,167.0,161.0,171.28571428571428
2025-09-05,PROD_101,Grocery,155,0,0,None,269,4,9,167.0,163.0,170.14285714285714
2025-09-06,PROD_101,Grocery,202,0,0,None,897,5,9,155.0,186.0,172.42857142857142
2025-09-07,PROD_101,Grocery,199,0,0,None,426,6,9,202.0,206.0,171.42857142857142
2025-09-08,PROD_101,Grocery,170,0,0,None,941,0,9,199.0,158.0,173.14285714285714
2025-09-09,PROD_101,Grocery,148,0,0,None,256,1,9,170.0,152.0,172.57142857142858
2025-09-10,PROD_101,Grocery,176,0,0,None,472,2,9,148.0,167.0,173.85714285714286
2025-09-11,PROD_101,Grocery,186,0,0,None,927,3,9,176.0,167.0,176.57142857142858
2025-09-12,PROD_101,Grocery,161,0,0,None,897,4,9,186.0,155.0,177.42857142857142
2025-09-13,PROD_101,Grocery,205,0,0,None,869,5,9,161.0,202.0,177.85714285714286
2025-09-14,PROD_101,Grocery,194,0,0,None,387,6,9,205.0,199.0,177.14285714285714
2025-09-15,PROD_101,Grocery,155,0,0,None,605,0,9,194.0,170.0,175.0
2025-09-16,PROD_101,Grocery,163,0,0,None,275,1,9,155.0,148.0,177.14285714285714
2025-09-17,PROD_101,Grocery,173,0,0,None,903,2,9,163.0,176.0,176.71428571428572
2025-09-18,PROD_101,Grocery,170,0,0,None,884,3,9,173.0,186.0,174.42857142857142
2025-09-19,PROD_101,Grocery,156,0,0,None,345,4,9,170.0,161.0,173.71428571428572
2025-09-20,PROD_101,Grocery,184,0,0,None,675,5,9,156.0,205.0,170.71428571428572
2025-09-21,PROD_101,Grocery,200,0,0,None,360,6,9,184.0,194.0,171.57142857142858
2025-09-22,PROD_101,Grocery,174,0,0,None,459,0,9,200.0,155.0,174.28571428571428
2025-09-23,PROD_101,Grocery,169,0,0,None,758,1,9,174.0,163.0,175.14285714285714
2025-09-24,PROD_101,Grocery,154,0,0,None,274,2,9,169.0,173.0,172.42857142857142
2025-09-25,PROD_101,Grocery,167,0,0,None,970,3,9,154.0,170.0,172.0
2025-09-26,PROD_101,Grocery,252,1,0,None,453,4,9,167.0,156.0,185.71428571428572
2025-09-27,PROD_101,Grocery,186,0,0,None,956,5,9,252.0,184.0,186.0
2025-09-28,PROD_101,Grocery,203,0,0,None,501,6,9,186.0,200.0,186.42857142857142
2025-09-29,PROD_101,Grocery,157,0,0,None,248,0,9,203.0,174.0,184.0
2025-09-30,PROD_101,Grocery,141,0,0,None,903,1,9,157.0,169.0,180.0
2025-10-01,PROD_101,Grocery,163,0,0,None,840,2,10,141.0,154.0,181.28571428571428
2025-10-02,PROD_101,Grocery,181,0,0,None,811,3,10,163.0,167.0,183.28571428571428
2025-10-03,PROD_101,Grocery,167,0,0,None,387,4,10,181.0,252.0,171.14285714285714
2025-10-04,PROD_101,Grocery,197,0,0,None,863,5,10,167.0,186.0,172.71428571428572
2025-10-05,PROD_101,Grocery,198,0,0,None,362,6,10,197.0,203.0,172.0
2025-10-06,PROD_101,Grocery,155,0,0,None,469,0,10,198.0,157.0,171.71428571428572
2025-10-07,PROD_101,Grocery,173,0,0,None,817,1,10,155.0,141.0,176.28571428571428
2025-10-08,PROD_101,Grocery,155,0,0,None,781,2,10,173.0,163.0,175.14285714285714
2025-10-09,PROD_101,Grocery,158,0,0,None,795,3,10,155.0,181.0,171.85714285714286
2025-10-10,PROD_101,Grocery,163,0,0,None,640,4,10,158.0,167.0,171.28571428571428
2025-10-11,PROD_101,Grocery,186,0,0,None,838,5,10,163.0,197.0,169.71428571428572
2025-10-12,PROD_101,Grocery,282,1,0,None,402,6,10,186.0,198.0,181.71428571428572
2025-10-13,PROD_101,Grocery,171,0,0,None,625,0,10,282.0,155.0,184.0
2025-10-14,PROD_101,Grocery,164,0,0,None,341,1,10,171.0,173.0,182.71428571428572
2025-10-15,PROD_101,Grocery,152,0,0,None,504,2,10,164.0,155.0,182.28571428571428
2025-10-16,PROD_101,Grocery,169,0,0,None,583,3,10,152.0,158.0,183.85714285714286
2025-10-17,PROD_101,Grocery,157,0,0,None,526,4,10,169.0,163.0,183.0
2025-10-18,PROD_101,Grocery,221,0,0,None,792,5,10,157.0,186.0,188.0
2025-10-19,PROD_101,Grocery,211,0,0,None,880,6,10,221.0,282.0,177.85714285714286
2025-10-20,PROD_101,Grocery,170,0,0,None,376,0,10,211.0,171.0,177.71428571428572
2025-10-21,PROD_101,Grocery,163,0,0,None,776,1,10,170.0,164.0,177.57142857142858
2025-10-22,PROD_101,Grocery,155,0,0,None,716,2,10,163.0,152.0,178.0
2025-10-23,PROD_101,Grocery,168,0,0,None,297,3,10,155.0,169.0,177.85714285714286
2025-10-24,PROD_101,Grocery,173,0,0,None,634,4,10,168.0,157.0,180.14285714285714
2025-10-25,PROD_101,Grocery,221,0,0,None,493,5,10,173.0,221.0,180.14285714285714
2025-10-26,PROD_101,Grocery,204,0,0,None,810,6,10,221.0,211.0,179.14285714285714
2025-10-27,PROD_101,Grocery,157,0,0,None,590,0,10,204.0,170.0,177.28571428571428
2025-10-28,PROD_101,Grocery,170,0,0,None,353,1,10,157.0,163.0,178.28571428571428
2025-10-29,PROD_101,Grocery,165,0,0,None,575,2,10,170.0,155.0,179.71428571428572
2025-10-30,PROD_101,Grocery,180,0,0,None,278,3,10,165.0,168.0,181.42857142857142
2025-10-31,PROD_101,Grocery,160,0,0,None,879,4,10,180.0,173.0,179.57142857142858
2025-11-01,PROD_101,Grocery,214,0,0,None,646,5,11,160.0,221.0,178.57142857142858
2025-11-02,PROD_101,Grocery,193,0,0,None,296,6,11,214.0,204.0,177.0
2025-11-03,PROD_101,Grocery,163,0,0,None,426,0,11,193.0,157.0,177.85714285714286
2025-11-04,PROD_101,Grocery,174,0,0,None,377,1,11,163.0,170.0,178.42857142857142
2025-11-05,PROD_101,Grocery,169,0,0,None,908,2,11,174.0,165.0,179.0
2025-11-06,PROD_101,Grocery,165,0,0,None,707,3,11,169.0,180.0,176.85714285714286
2025-11-07,PROD_101,Grocery,149,0,0,None,363,4,11,165.0,160.0,175.28571428571428
2025-11-08,PROD_101,Grocery,183,0,0,None,437,5,11,149.0,214.0,170.85714285714286
2025-11-09,PROD_101,Grocery,203,0,0,None,667,6,11,183.0,193.0,172.28571428571428
2025-11-10,PROD_101,Grocery,167,0,0,None,458,0,11,203.0,163.0,172.85714285714286
2025-11-11,PROD_101,Grocery,152,0,0,None,239,1,11,167.0,174.0,169.71428571428572
2025-11-12,PROD_101,Grocery,159,0,0,None,719,2,11,152.0,169.0,168.28571428571428
2025-11-13,PROD_101,Grocery,164,0,0,None,887,3,11,159.0,165.0,168.14285714285714
2025-11-14,PROD_101,Grocery,184,0,0,None,957,4,11,164.0,149.0,173.14285714285714
2025-11-15,PROD_101,Grocery,191,0,0,None,723,5,11,184.0,183.0,174.28571428571428
2025-11-16,PROD_101,Grocery,193,0,0,None,732,6,11,191.0,203.0,172.85714285714286
2025-11-17,PROD_101,Grocery,168,0,0,None,361,0,11,193.0,167.0,173.0
2025-11-18,PROD_101,Grocery,162,0,0,None,446,1,11,168.0,152.0,174.42857142857142
2025-11-19,PROD_101,Grocery,173,0,0,None,736,2,11,162.0,159.0,176.42857142857142
2025-11-20,PROD_101,Grocery,158,0,0,None,426,3,11,173.0,164.0,175.57142857142858
2025-11-21,PROD_101,Grocery,151,0,0,None,676,4,11,158.0,184.0,170.85714285714286
2025-11-22,PROD_101,Grocery,210,0,0,None,576,5,11,151.0,191.0,173.57142857142858
2025-11-23,PROD_101,Grocery,197,0,0,None,563,6,11,210.0,193.0,174.14285714285714
2025-11-24,PROD_101,Grocery,163,0,0,None,330,0,11,197.0,168.0,173.42857142857142
2025-11-25,PROD_101,Grocery,141,0,0,None,997,1,11,163.0,162.0,170.42857142857142
2025-11-26,PROD_101,Grocery,172,0,0,None,389,2,11,141.0,173.0,170.28571428571428
2025-11-27,PROD_101,Grocery,169,0,0,None,874,3,11,172.0,158.0,171.85714285714286
2025-11-28,PROD_101,Grocery,307,0,1,Black Friday,513,4,11,169.0,151.0,194.14285714285714
2025-11-29,PROD_101,Grocery,173,0,0,None,375,5,11,307.0,210.0,188.85714285714286
2025-11-30,PROD_101,Grocery,209,0,0,None,488,6,11,173.0,197.0,190.57142857142858
2025-12-01,PROD_101,Grocery,167,0,0,None,471,0,12,209.0,163.0,191.14285714285714
2025-12-02,PROD_101,Grocery,154,0,0,None,859,1,12,167.0,141.0,193.0
2025-12-03,PROD_101,Grocery,169,0,0,None,958,2,12,154.0,172.0,192.57142857142858
2025-12-04,PROD_101,Grocery,177,0,0,None,342,3,12,169.0,169.0,193.71428571428572
2025-12-05,PROD_101,Grocery,174,0,0,None,426,4,12,177.0,307.0,174.71428571428572
2025-12-06,PROD_101,Grocery,213,0,0,None,659,5,12,174.0,173.0,180.42857142857142
2025-12-07,PROD_101,Grocery,201,0,0,None,963,6,12,213.0,209.0,179.28571428571428
2025-12-08,PROD_101,Grocery,168,0,0,None,450,0,12,201.0,167.0,179.42857142857142
2025-12-09,PROD_101,Grocery,259,1,0,None,802,1,12,168.0,154.0,194.42857142857142
2025-12-10,PROD_101,Grocery,150,0,0,None,700,2,12,259.0,169.0,191.71428571428572
2025-12-11,PROD_101,Grocery,158,0,0,None,746,3,12,150.0,177.0,189.0
2025-12-12,PROD_101,Grocery,163,0,0,None,480,4,12,158.0,174.0,187.42857142857142
2025-12-13,PROD_101,Grocery,205,0,0,None,353,5,12,163.0,213.0,186.28571428571428
2025-12-14,PROD_101,Grocery,184,0,0,None,625,6,12,205.0,201.0,183.85714285714286
2025-12-15,PROD_101,Grocery,171,0,0,None,483,0,12,184.0,168.0,184.28571428571428
2025-12-16,PROD_101,Grocery,220,1,0,None,835,1,12,171.0,259.0,178.71428571428572
2025-12-17,PROD_101,Grocery,184,0,0,None,707,2,12,220.0,150.0,183.57142857142858
2025-12-18,PROD_101,Grocery,149,0,0,None,636,3,12,184.0,158.0,182.28571428571428
2025-12-19,PROD_101,Grocery,161,0,0,None,664,4,12,149.0,163.0,182.0
2025-12-20,PROD_101,Grocery,266,1,0,None,402,5,12,161.0,205.0,190.71428571428572
2025-12-21,PROD_101,Grocery,201,0,0,None,533,6,12,266.0,184.0,193.14285714285714
2025-12-22,PROD_101,Grocery,168,0,0,None,821,0,12,201.0,171.0,192.71428571428572
2025-12-23,PROD_101,Grocery,172,0,0,None,831,1,12,168.0,220.0,185.85714285714286
2025-12-24,PROD_101,Grocery,162,0,0,None,631,2,12,172.0,184.0,182.71428571428572
2025-12-25,PROD_101,Grocery,386,1,1,Christmas,978,3,12,162.0,149.0,216.57142857142858
2025-12-26,PROD_101,Grocery,164,0,0,None,524,4,12,386.0,161.0,217.0
2025-12-27,PROD_101,Grocery,210,0,0,None,883,5,12,164.0,266.0,209.0
2025-12-28,PROD_101,Grocery,178,0,0,None,234,6,12,210.0,201.0,205.71428571428572
2025-12-29,PROD_101,Grocery,164,0,0,None,927,0,12,178.0,168.0,205.14285714285714
2025-12-30,PROD_101,Grocery,152,0,0,None,858,1,12,164.0,172.0,202.28571428571428
2025-12-31,PROD_101,Grocery,162,0,0,None,804,2,12,152.0,162.0,202.28571428571428
2025-01-01,PROD_102,Home,361,0,1,New Year,868,2,1,0.0,0.0,0.0
2025-01-02,PROD_102,Home,216,0,0,None,654,3,1,361.0,0.0,0.0
2025-01-03,PROD_102,Home,206,0,0,None,778,4,1,216.0,0.0,0.0
2025-01-04,PROD_102,Home,233,0,0,None,361,5,1,206.0,0.0,0.0
2025-01-05,PROD_102,Home,267,0,0,None,461,6,1,233.0,0.0,0.0
2025-01-06,PROD_102,Home,200,0,0,None,921,0,1,267.0,0.0,0.0
2025-01-07,PROD_102,Home,192,0,0,None,847,1,1,200.0,0.0,239.28571428571428
2025-01-08,PROD_102,Home,198,0,0,None,561,2,1,192.0,361.0,216.0
2025-01-09,PROD_102,Home,196,0,0,None,623,3,1,198.0,216.0,213.14285714285714
2025-01-10,PROD_102,Home,178,0,0,None,631,4,1,196.0,206.0,209.14285714285714
2025-01-11,PROD_102,Home,240,0,0,None,248,5,1,178.0,233.0,210.14285714285714
2025-01-12,PROD_102,Home,302,1,0,None,754,6,1,240.0,267.0,215.14285714285714
2025-01-13,PROD_102,Home,195,0,0,None,956,0,1,302.0,200.0,214.42857142857142
2025-01-14,PROD_102,Home,181,0,0,None,517,1,1,195.0,192.0,212.85714285714286
2025-01-15,PROD_102,Home,193,0,0,None,728,2,1,181.0,198.0,212.14285714285714
2025-01-16,PROD_102,Home,207,0,0,None,770,3,1,193.0,196.0,213.71428571428572
2025-01-17,PROD_102,Home,198,0,0,None,978,4,1,207.0,178.0,216.57142857142858
2025-01-18,PROD_102,Home,242,0,0,None,532,5,1,198.0,240.0,216.85714285714286
2025-01-19,PROD_102,Home,246,0,0,None,783,6,1,242.0,302.0,208.85714285714286
2025-01-20,PROD_102,Home,191,0,0,None,308,0,1,246.0,195.0,208.28571428571428
2025-01-21,PROD_102,Home,208,0,0,None,302,1,1,191.0,181.0,212.14285714285714
2025-01-22,PROD_102,Home,193,0,0,None,652,2,1,208.0,193.0,212.14285714285714
2025-01-23,PROD_102,Home,261,1,0,None,523,3,1,193.0,207.0,219.85714285714286
2025-01-24,PROD_102,Home,204,0,0,None,838,4,1,261.0,198.0,220.71428571428572
2025-01-25,PROD_102,Home,219,0,0,None,283,5,1,204.0,242.0,217.42857142857142
2025-01-26,PROD_102,Home,225,0,0,None,577,6,1,219.0,246.0,214.42857142857142
2025-01-27,PROD_102,Home,193,0,0,None,996,0,1,225.0,191.0,214.71428571428572
2025-01-28,PROD_102,Home,214,0,0,None,649,1,1,193.0,208.0,215.57142857142858
2025-01-29,PROD_102,Home,199,0,0,None,762,2,1,214.0,193.0,216.42857142857142
2025-01-30,PROD_102,Home,224,0,0,None,576,3,1,199.0,261.0,211.14285714285714
2025-01-31,PROD_102,Home,203,0,0,None,828,4,1,224.0,204.0,211.0
2025-02-01,PROD_102,Home,209,0,0,None,586,5,2,203.0,219.0,209.57142857142858
2025-02-02,PROD_102,Home,239,0,0,None,467,6,2,209.0,225.0,211.57142857142858
2025-02-03,PROD_102,Home,208,0,0,None,510,0,2,239.0,193.0,213.71428571428572
2025-02-04,PROD_102,Home,179,0,0,None,478,1,2,208.0,214.0,208.71428571428572
2025-02-05,PROD_102,Home,206,0,0,None,493,2,2,179.0,199.0,209.71428571428572
2025-02-06,PROD_102,Home,192,0,0,None,810,3,2,206.0,224.0,205.14285714285714
2025-02-07,PROD_102,Home,216,0,0,None,272,4,2,192.0,203.0,207.0
2025-02-08,PROD_102,Home,224,0,0,None,999,5,2,216.0,209.0,209.14285714285714
2025-02-09,PROD_102,Home,225,0,0,None,371,6,2,224.0,239.0,207.14285714285714
2025-02-10,PROD_102,Home,180,0,0,None,759,0,2,225.0,208.0,203.14285714285714
2025-02-11,PROD_102,Home,290,1,0,None,317,1,2,180.0,179.0,219.0
2025-02-12,PROD_102,Home,189,0,0,None,639,2,2,290.0,206.0,216.57142857142858
2025-02-13,PROD_102,Home,213,0,0,None,206,3,2,189.0,192.0,219.57142857142858
2025-02-14,PROD_102,Home,345,0,1,Valentines Day,347,4,2,213.0,216.0,238.0
2025-02-15,PROD_102,Home,343,1,0,None,618,5,2,345.0,224.0,255.0
2025-02-16,PROD_102,Home,233,0,0,None,775,6,2,343.0,225.0,256.14285714285717
2025-02-17,PROD_102,Home,212,0,0,None,887,0,2,233.0,180.0,260.7142857142857
2025-02-18,PROD_102,Home,198,0,0,None,587,1,2,212.0,290.0,247.57142857142858
2025-02-19,PROD_102,Home,201,0,0,None,633,2,2,198.0,189.0,249.28571428571428
2025-02-20,PROD_102,Home,199,0,0,None,274,3,2,201.0,213.0,247.28571428571428
2025-02-21,PROD_102,Home,194,0,0,None,865,4,2,199.0,345.0,225.71428571428572
2025-02-22,PROD_102,Home,243,0,0,None,762,5,2,194.0,343.0,211.42857142857142
2025-02-23,PROD_102,Home,243,0,0,None,324,6,2,243.0,233.0,212.85714285714286
2025-02-24,PROD_102,Home,204,0,0,None,324,0,2,243.0,212.0,211.71428571428572
2025-02-25,PROD_102,Home,196,0,0,None,323,1,2,204.0,198.0,211.42857142857142
2025-02-26,PROD_102,Home,201,0,0,None,400,2,2,196.0,201.0,211.42857142857142
2025-02-27,PROD_102,Home,208,0,0,None,276,3,2,201.0,199.0,212.71428571428572
2025-02-28,PROD_102,Home,198,0,0,None,873,4,2,208.0,194.0,213.28571428571428
2025-03-01,PROD_102,Home,234,0,0,None,578,5,3,198.0,243.0,212.0
2025-03-02,PROD_102,Home,230,0,0,None,762,6,3,234.0,243.0,210.14285714285714
2025-03-03,PROD_102,Home,190,0,0,None,540,0,3,230.0,204.0,208.14285714285714
2025-03-04,PROD_102,Home,179,0,0,None,803,1,3,190.0,196.0,205.71428571428572
2025-03-05,PROD_102,Home,206,0,0,None,836,2,3,179.0,201.0,206.42857142857142
2025-03-06,PROD_102,Home,196,0,0,None,634,3,3,206.0,208.0,204.71428571428572
2025-03-07,PROD_102,Home,222,0,0,None,298,4,3,196.0,198.0,208.14285714285714
2025-03-08,PROD_102,Home,256,0,0,None,986,5,3,222.0,234.0,211.28571428571428
2025-03-09,PROD_102,Home,216,0,0,None,719,6,3,256.0,230.0,209.28571428571428
2025-03-10,PROD_102,Home,260,1,0,None,263,0,3,216.0,190.0,219.28571428571428
2025-03-11,PROD_102,Home,201,0,0,None,466,1,3,260.0,179.0,222.42857142857142
2025-03-12,PROD_102,Home,193,0,0,None,957,2,3,201.0,206.0,220.57142857142858
2025-03-13,PROD_102,Home,198,0,0,None,675,3,3,193.0,196.0,220.85714285714286
2025-03-14,PROD_102,Home,195,0,0,None,723,4,3,198.0,222.0,217.0
2025-03-15,PROD_102,Home,243,0,0,None,346,5,3,195.0,256.0,215.14285714285714
2025-03-16,PROD_102,Home,255,0,0,None,894,6,3,243.0,216.0,220.71428571428572
2025-03-17,PROD_102,Home,198,0,0,None,301,0,3,255.0,260.0,211.85714285714286
2025-03-18,PROD_102,Home,180,0,0,None,914,1,3,198.0,201.0,208.85714285714286
2025-03-19,PROD_102,Home,218,0,0,None,698,2,3,180.0,193.0,212.42857142857142
2025-03-20,PROD_102,Home,210,0,0,None,950,3,3,218.0,198.0,214.14285714285714
2025-03-21,PROD_102,Home,195,0,0,None,564,4,3,210.0,195.0,214.14285714285714
2025-03-22,PROD_102,Home,232,0,0,None,346,5,3,195.0,243.0,212.57142857142858
2025-03-23,PROD_102,Home,221,0,0,None,212,6,3,232.0,255.0,207.71428571428572
2025-03-24,PROD_102,Home,206,0,0,None,313,0,3,221.0,198.0,208.85714285714286
2025-03-25,PROD_102,Home,190,0,0,None,548,1,3,206.0,180.0,210.28571428571428
2025-03-26,PROD_102,Home,233,1,0,None,325,2,3,190.0,218.0,212.42857142857142
2025-03-27,PROD_102,Home,203,0,0,None,403,3,3,233.0,210.0,211.42857142857142
2025-03-28,PROD_102,Home,190,0,0,None,256,4,3,203.0,195.0,210.71428571428572
2025-03-29,PROD_102,Home,299,1,0,None,569,5,3,190.0,232.0,220.28571428571428
2025-03-30,PROD_102,Home,224,0,0,None,748,6,3,299.0,221.0,220.71428571428572
2025-03-31,PROD_102,Home,345,0,1,Eid al-Fitr,748,0,3,224.0,206.0,240.57142857142858
2025-04-01,PROD_102,Home,252,1,0,None,326,1,4,345.0,190.0,249.42857142857142
2025-04-02,PROD_102,Home,210,0,0,None,746,2,4,252.0,233.0,246.14285714285714
2025-04-03,PROD_102,Home,198,0,0,None,583,3,4,210.0,203.0,245.42857142857142
2025-04-04,PROD_102,Home,190,0,0,None,557,4,4,198.0,190.0,245.42857142857142
2025-04-05,PROD_102,Home,230,0,0,None,884,5,4,190.0,299.0,235.57142857142858
2025-04-06,PROD_102,Home,276,1,0,None,322,6,4,230.0,224.0,243.0
2025-04-07,PROD_102,Home,191,0,0,None,361,0,4,276.0,345.0,221.0
2025-04-08,PROD_102,Home,202,0,0,None,855,1,4,191.0,252.0,213.85714285714286
2025-04-09,PROD_102,Home,203,0,0,None,383,2,4,202.0,210.0,212.85714285714286
2025-04-10,PROD_102,Home,191,0,0,None,707,3,4,203.0,198.0,211.85714285714286
2025-04-11,PROD_102,Home,183,0,0,None,831,4,4,191.0,190.0,210.85714285714286
2025-04-12,PROD_102,Home,240,0,0,None,829,5,4,183.0,230.0,212.28571428571428
2025-04-13,PROD_102,Home,248,0,0,None,869,6,4,240.0,276.0,208.28571428571428
2025-04-14,PROD_102,Home,211,0,0,None,732,0,4,248.0,191.0,211.14285714285714
2025-04-15,PROD_102,Home,213,0,0,None,230,1,4,211.0,202.0,212.71428571428572
2025-04-16,PROD_102,Home,194,0,0,None,222,2,4,213.0,203.0,211.42857142857142
2025-04-17,PROD_102,Home,212,0,0,None,765,3,4,194.0,191.0,214.42857142857142
2025-04-18,PROD_102,Home,197,0,0,None,359,4,4,212.0,183.0,216.42857142857142
2025-04-19,PROD_102,Home,244,0,0,None,607,5,4,197.0,240.0,217.0
2025-04-20,PROD_102,Home,388,0,1,Easter,902,6,4,244.0,248.0,237.0
2025-04-21,PROD_102,Home,201,0,0,None,211,0,4,388.0,211.0,235.57142857142858
2025-04-22,PROD_102,Home,203,0,0,None,489,1,4,201.0,213.0,234.14285714285714
2025-04-23,PROD_102,Home,193,0,0,None,915,2,4,203.0,194.0,234.0
2025-04-24,PROD_102,Home,200,0,0,None,640,3,4,193.0,212.0,232.28571428571428
2025-04-25,PROD_102,Home,303,1,0,None,925,4,4,200.0,197.0,247.42857142857142
2025-04-26,PROD_102,Home,233,0,0,None,287,5,4,303.0,244.0,245.85714285714286
2025-04-27,PROD_102,Home,240,0,0,None,356,6,4,233.0,388.0,224.71428571428572
2025-04-28,PROD_102,Home,197,0,0,None,832,0,4,240.0,201.0,224.14285714285714
2025-04-29,PROD_102,Home,206,0,0,None,627,1,4,197.0,203.0,224.57142857142858
2025-04-30,PROD_102,Home,194,0,0,None,340,2,4,206.0,193.0,224.71428571428572
2025-05-01,PROD_102,Home,205,0,0,None,890,3,5,194.0,200.0,225.42857142857142
2025-05-02,PROD_102,Home,197,0,0,None,897,4,5,205.0,303.0,210.28571428571428
2025-05-03,PROD_102,Home,256,0,0,None,831,5,5,197.0,233.0,213.57142857142858
2025-05-04,PROD_102,Home,289,1,0,None,924,6,5,256.0,240.0,220.57142857142858
2025-05-05,PROD_102,Home,200,0,0,None,722,0,5,289.0,197.0,221.0
2025-05-06,PROD_102,Home,199,0,0,None,630,1,5,200.0,206.0,220.0
2025-05-07,PROD_102,Home,197,0,0,None,922,2,5,199.0,194.0,220.42857142857142
2025-05-08,PROD_102,Home,181,0,0,None,300,3,5,197.0,205.0,217.0
2025-05-09,PROD_102,Home,208,0,0,None,554,4,5,181.0,197.0,218.57142857142858
2025-05-10,PROD_102,Home,229,0,0,None,967,5,5,208.0,256.0,214.71428571428572
2025-05-11,PROD_102,Home,234,0,0,None,299,6,5,229.0,289.0,206.85714285714286
2025-05-12,PROD_102,Home,185,0,0,None,727,0,5,234.0,200.0,204.71428571428572
2025-05-13,PROD_102,Home,202,0,0,None,299,1,5,185.0,199.0,205.14285714285714
2025-05-14,PROD_102,Home,205,0,0,None,372,2,5,202.0,197.0,206.28571428571428
2025-05-15,PROD_102,Home,250,1,0,None,473,3,5,205.0,181.0,216.14285714285714
2025-05-16,PROD_102,Home,189,0,0,None,525,4,5,250.0,208.0,213.42857142857142
2025-05-17,PROD_102,Home,226,0,0,None,264,5,5,189.0,229.0,213.0
2025-05-18,PROD_102,Home,241,0,0,None,434,6,5,226.0,234.0,214.0
2025-05-19,PROD_102,Home,181,0,0,None,252,0,5,241.0,185.0,213.42857142857142
2025-05-20,PROD_102,Home,200,0,0,None,724,1,5,181.0,202.0,213.14285714285714
2025-05-21,PROD_102,Home,196,0,0,None,586,2,5,200.0,205.0,211.85714285714286
2025-05-22,PROD_102,Home,189,0,0,None,216,3,5,196.0,250.0,203.14285714285714
2025-05-23,PROD_102,Home,208,0,0,None,608,4,5,189.0,189.0,205.85714285714286
2025-05-24,PROD_102,Home,277,1,0,None,429,5,5,208.0,226.0,213.14285714285714
2025-05-25,PROD_102,Home,226,0,0,None,303,6,5,277.0,241.0,211.0
2025-05-26,PROD_102,Home,206,0,0,None,994,0,5,226.0,181.0,214.57142857142858
2025-05-27,PROD_102,Home,197,0,0,None,944,1,5,206.0,200.0,214.14285714285714
2025-05-28,PROD_102,Home,192,0,0,None,333,2,5,197.0,196.0,213.57142857142858
2025-05-29,PROD_102,Home,186,0,0,None,254,3,5,192.0,189.0,213.14285714285714
2025-05-30,PROD_102,Home,186,0,0,None,955,4,5,186.0,208.0,210.0
2025-05-31,PROD_102,Home,244,0,0,None,822,5,5,186.0,277.0,205.28571428571428
2025-06-01,PROD_102,Home,287,1,0,None,975,6,6,244.0,226.0,214.0
